PREMIUM_ID,CONTRACT_ID,MNT_COTISATION,DT_ENCAISSEMENT,ECHEANCE_DATE
PRM0001098,CTR00129,8535.39,2023-07-12,2023-04-01
PRM0001099,CTR00129,17070.78,2023-10-02,2023-07-01
PRM0001100,CTR00129,9201.09,2024-04-14,2024-01-01
PRM0001101,CTR00129,9201.09,2024-07-01,2024-04-01
PRM0001102,CTR00129,9201.09,2024-10-14,2024-07-01
PRM0001103,CTR00129,10179.28,2025-04-18,2025-01-01
PRM0001104,CTR00129,10179.28,2025-07-10,2025-04-01
PRM0001105,CTR00129,10179.28,2025-10-21,2025-07-01
PRM0001106,CTR00130,7735.62,2022-04-08,2022-01-01
PRM0001107,CTR00130,7735.62,2022-07-07,2022-04-01
PRM0001108,CTR00130,7735.62,2022-10-12,2022-07-01
PRM0001109,CTR00130,7735.62,2023-01-07,2022-10-01
PRM0001110,CTR00130,7809.93,2023-04-04,2023-01-01
PRM0001111,CTR00130,7809.93,2023-07-17,2023-04-01
PRM0001112,CTR00130,7809.93,2023-10-07,2023-07-01
PRM0001113,CTR00130,7809.93,2024-01-19,2023-10-01
PRM0001114,CTR00130,8392.8,2024-04-13,2024-01-01
PRM0001115,CTR00130,8392.8,2024-07-04,2024-04-01
PRM0001116,CTR00130,8392.8,2024-10-15,2024-07-01
PRM0001117,CTR00130,8392.8,2025-01-11,2024-10-01
PRM0001118,CTR00130,17868.06,2025-04-19,2025-01-01
PRM0001119,CTR00130,17868.06,2025-10-13,2025-07-01
PRM0001120,CTR00131,3102.47,2022-04-11,2022-01-01
PRM0001121,CTR00131,3102.47,2022-07-14,2022-04-01
PRM0001122,CTR00131,3102.47,2022-10-09,2022-07-01
PRM0001123,CTR00131,3306.16,2023-04-15,2023-01-01
PRM0001124,CTR00131,3306.16,2023-07-09,2023-04-01
PRM0001125,CTR00131,3306.16,2023-10-17,2023-07-01
PRM0001126,CTR00131,3306.16,2024-01-16,2023-10-01
PRM0001127,CTR00131,3669.05,2024-04-17,2024-01-01
PRM0001128,CTR00131,3669.05,2024-07-19,2024-04-01
PRM0001129,CTR00131,3669.05,2024-10-11,2024-07-01
PRM0001130,CTR00131,7338.1,2025-01-08,2024-10-01
PRM0001131,CTR00131,3884.68,2025-07-15,2025-04-01
PRM0001132,CTR00132,1999.5,2022-04-04,2022-01-01
PRM0001133,CTR00132,1999.5,2022-07-06,2022-04-01
PRM0001134,CTR00132,1999.5,2022-10-16,2022-07-01
PRM0001135,CTR00132,1999.5,2023-01-09,2022-10-01
PRM0001136,CTR00132,2169.42,2023-04-17,2023-01-01
PRM0001137,CTR00132,2169.42,2023-07-14,2023-04-01
PRM0001138,CTR00132,2169.42,2023-10-18,2023-07-01
PRM0001139,CTR00132,2169.42,2024-01-02,2023-10-01
PRM0001140,CTR00132,2284.5,2024-04-09,2024-01-01
PRM0001141,CTR00132,2284.5,2024-07-06,2024-04-01
PRM0001142,CTR00132,4569.0,2024-10-03,2024-07-01
PRM0001143,CTR00132,2616.66,2025-04-09,2025-01-01
PRM0001144,CTR00132,2616.66,2025-07-13,2025-04-01
PRM0001145,CTR00132,2616.66,2025-10-20,2025-07-01
PRM0001146,CTR00133,3221.6,2023-01-15,2022-10-01
PRM0001147,CTR00133,3400.0,2023-07-13,2023-04-01
PRM0001148,CTR00133,1700.0,2024-01-03,2023-10-01
PRM0001149,CTR00133,1838.94,2024-04-17,2024-01-01
PRM0001150,CTR00133,1838.94,2024-07-20,2024-04-01
PRM0001151,CTR00133,1838.94,2024-10-16,2024-07-01
PRM0001152,CTR00133,3677.88,2025-01-05,2024-10-01
PRM0001153,CTR00133,1959.99,2025-07-11,2025-04-01
PRM0001154,CTR00133,1959.99,2025-10-02,2025-07-01
PRM0001155,CTR00134,12130.21,2022-04-04,2022-01-01
PRM0001156,CTR00134,12130.21,2022-07-05,2022-04-01
PRM0001157,CTR00134,12130.21,2022-10-14,2022-07-01
PRM0001158,CTR00134,12130.21,2023-01-05,2022-10-01
PRM0001159,CTR00134,12299.01,2023-04-20,2023-01-01
PRM0001160,CTR00134,24598.02,2023-07-17,2023-04-01
PRM0001161,CTR00134,12299.01,2024-01-03,2023-10-01
PRM0001162,CTR00134,12839.71,2024-04-11,2024-01-01
PRM0001163,CTR00134,12839.71,2024-07-14,2024-04-01
PRM0001164,CTR00134,12839.71,2024-10-03,2024-07-01
PRM0001165,CTR00134,12839.71,2025-01-08,2024-10-01
PRM0001166,CTR00134,26999.9,2025-07-12,2025-04-01
PRM0001167,CTR00135,3206.98,2022-04-14,2022-01-01
PRM0001168,CTR00135,3206.98,2022-07-15,2022-04-01
PRM0001169,CTR00135,3206.98,2022-10-12,2022-07-01
PRM0001170,CTR00135,3206.98,2023-01-01,2022-10-01
PRM0001171,CTR00135,3520.36,2023-04-19,2023-01-01
PRM0001172,CTR00135,3520.36,2023-07-06,2023-04-01
PRM0001173,CTR00135,3520.36,2023-10-20,2023-07-01
PRM0001174,CTR00135,3520.36,2024-01-20,2023-10-01
PRM0001175,CTR00135,3893.13,2024-04-15,2024-01-01
PRM0001176,CTR00135,3893.13,2024-07-02,2024-04-01
PRM0001177,CTR00135,3893.13,2024-10-12,2024-07-01
PRM0001178,CTR00135,3893.13,2025-01-06,2024-10-01
PRM0001179,CTR00135,3956.04,2025-04-07,2025-01-01
PRM0001180,CTR00135,3956.04,2025-07-13,2025-04-01
PRM0001181,CTR00135,3956.04,2025-10-15,2025-07-01
PRM0001182,CTR00136,24871.02,2022-07-01,2022-04-01
PRM0001183,CTR00136,12435.51,2023-01-02,2022-10-01
PRM0001184,CTR00136,13170.27,2023-04-14,2023-01-01
PRM0001185,CTR00136,13170.27,2023-07-16,2023-04-01
PRM0001186,CTR00136,13170.27,2023-10-06,2023-07-01
PRM0001187,CTR00136,13170.27,2024-01-03,2023-10-01
PRM0001188,CTR00136,14603.26,2024-04-01,2024-01-01
PRM0001189,CTR00137,30345.62,2022-04-05,2022-01-01
PRM0001190,CTR00137,15172.81,2022-10-05,2022-07-01
PRM0001191,CTR00137,17273.61,2023-04-03,2023-01-01
PRM0001192,CTR00137,17273.61,2023-07-08,2023-04-01
PRM0001193,CTR00137,17273.61,2023-10-20,2023-07-01
PRM0001194,CTR00138,16459.75,2022-04-11,2022-01-01
PRM0001195,CTR00139,1639.76,2022-04-20,2022-01-01
PRM0001196,CTR00139,1639.76,2022-07-19,2022-04-01
PRM0001197,CTR00139,1639.76,2022-10-15,2022-07-01
PRM0001198,CTR00139,1639.76,2023-01-03,2022-10-01
PRM0001199,CTR00139,1853.42,2023-04-10,2023-01-01
PRM0001200,CTR00139,1853.42,2023-07-12,2023-04-01
PRM0001201,CTR00139,1853.42,2023-10-21,2023-07-01
PRM0001202,CTR00140,3698.88,2022-04-16,2022-01-01
PRM0001203,CTR00141,5023.4,2022-04-21,2022-01-01
PRM0001204,CTR00141,5023.4,2022-07-09,2022-04-01
PRM0001205,CTR00141,5023.4,2022-10-16,2022-07-01
PRM0001206,CTR00141,5023.4,2023-01-11,2022-10-01
PRM0001207,CTR00141,5523.91,2023-04-18,2023-01-01
PRM0001208,CTR00141,5523.91,2023-07-09,2023-04-01
PRM0001209,CTR00141,5523.91,2023-10-14,2023-07-01
PRM0001210,CTR00141,5523.91,2024-01-05,2023-10-01
PRM0001211,CTR00141,6262.32,2024-04-04,2024-01-01
PRM0001212,CTR00141,6262.32,2024-07-01,2024-04-01
PRM0001213,CTR00141,6262.32,2024-10-10,2024-07-01
PRM0001214,CTR00141,6262.32,2025-01-12,2024-10-01
PRM0001215,CTR00142,14332.6,2022-04-16,2022-01-01
PRM0001216,CTR00142,14332.6,2022-07-21,2022-04-01
PRM0001217,CTR00142,14332.6,2022-10-09,2022-07-01
PRM0001218,CTR00142,14332.6,2023-01-02,2022-10-01
PRM0001219,CTR00142,15129.35,2023-04-12,2023-01-01
PRM0001220,CTR00142,15129.35,2023-07-11,2023-04-01
PRM0001221,CTR00142,15129.35,2023-10-14,2023-07-01
PRM0001222,CTR00142,15129.35,2024-01-06,2023-10-01
PRM0001223,CTR00142,15307.19,2024-04-16,2024-01-01
PRM0001224,CTR00143,4304.79,2022-04-12,2022-01-01
PRM0001225,CTR00143,4304.79,2022-07-17,2022-04-01
PRM0001226,CTR00143,4304.79,2022-10-02,2022-07-01
PRM0001227,CTR00144,6357.41,2022-04-13,2022-01-01
PRM0001228,CTR00144,6357.41,2022-07-21,2022-04-01
PRM0001229,CTR00145,13357.02,2022-04-19,2022-01-01
PRM0001230,CTR00145,13357.02,2022-07-01,2022-04-01
PRM0001231,CTR00145,13357.02,2022-10-03,2022-07-01
PRM0001232,CTR00145,13357.02,2023-01-20,2022-10-01
PRM0001233,CTR00145,14590.69,2023-04-19,2023-01-01
PRM0001234,CTR00146,4727.85,2022-04-14,2022-01-01
PRM0001235,CTR00147,9031.15,2022-07-02,2022-04-01
PRM0001236,CTR00147,9031.15,2022-10-16,2022-07-01
PRM0001237,CTR00147,9241.0,2023-04-15,2023-01-01
PRM0001238,CTR00147,9241.0,2023-07-14,2023-04-01
PRM0001239,CTR00147,9241.0,2023-10-21,2023-07-01
PRM0001240,CTR00147,9241.0,2024-01-09,2023-10-01
PRM0001241,CTR00147,10012.6,2024-04-01,2024-01-01
PRM0001242,CTR00147,10012.6,2024-07-08,2024-04-01
PRM0001243,CTR00147,10012.6,2024-10-09,2024-07-01
PRM0001244,CTR00147,10012.6,2025-01-09,2024-10-01
PRM0001245,CTR00147,10980.05,2025-04-15,2025-01-01
PRM0001246,CTR00147,21960.1,2025-10-09,2025-07-01
PRM0001247,CTR00148,6943.4,2022-04-20,2022-01-01
PRM0001248,CTR00148,6943.4,2022-07-01,2022-04-01
PRM0001249,CTR00148,6943.4,2022-10-02,2022-07-01
PRM0001250,CTR00148,6943.4,2023-01-11,2022-10-01
PRM0001251,CTR00148,7064.3,2023-04-04,2023-01-01
PRM0001252,CTR00148,14128.6,2023-07-02,2023-04-01
PRM0001253,CTR00148,7064.3,2024-01-12,2023-10-01
PRM0001254,CTR00148,14595.36,2024-04-08,2024-01-01
PRM0001255,CTR00148,7297.68,2024-10-14,2024-07-01
PRM0001256,CTR00148,7297.68,2025-01-17,2024-10-01
PRM0001257,CTR00148,7316.15,2025-07-01,2025-04-01
PRM0001258,CTR00148,7316.15,2025-10-04,2025-07-01
PRM0001259,CTR00149,3292.3,2022-04-09,2022-01-01
PRM0001260,CTR00149,6584.6,2022-07-14,2022-04-01
PRM0001261,CTR00149,6584.6,2023-01-19,2022-10-01
PRM0001262,CTR00149,3743.3,2023-07-16,2023-04-01
PRM0001263,CTR00150,3764.94,2022-04-01,2022-01-01
PRM0001264,CTR00150,3764.94,2022-07-15,2022-04-01
PRM0001265,CTR00150,3764.94,2022-10-21,2022-07-01
PRM0001266,CTR00150,3764.94,2023-01-15,2022-10-01
PRM0001267,CTR00150,4002.06,2023-04-13,2023-01-01
PRM0001268,CTR00150,4002.06,2023-07-12,2023-04-01
PRM0001269,CTR00150,4002.06,2023-10-08,2023-07-01
PRM0001270,CTR00150,4002.06,2024-01-02,2023-10-01
PRM0001271,CTR00150,4440.71,2024-04-09,2024-01-01
PRM0001272,CTR00150,4440.71,2024-07-12,2024-04-01
PRM0001273,CTR00150,4440.71,2024-10-11,2024-07-01
PRM0001274,CTR00150,4440.71,2025-01-17,2024-10-01
PRM0001275,CTR00150,4883.82,2025-04-03,2025-01-01
PRM0001276,CTR00151,8686.29,2022-04-02,2022-01-01
PRM0001277,CTR00151,8686.29,2022-07-09,2022-04-01
PRM0001278,CTR00151,8686.29,2022-10-02,2022-07-01
PRM0001279,CTR00151,8686.29,2023-01-05,2022-10-01
PRM0001280,CTR00151,18670.9,2023-04-09,2023-01-01
PRM0001281,CTR00151,9335.45,2023-10-08,2023-07-01
PRM0001282,CTR00151,9335.45,2024-01-13,2023-10-01
PRM0001283,CTR00151,9490.4,2024-04-11,2024-01-01
PRM0001284,CTR00151,9490.4,2024-07-04,2024-04-01
PRM0001285,CTR00151,9490.4,2024-10-12,2024-07-01
PRM0001286,CTR00151,9490.4,2025-01-13,2024-10-01
PRM0001287,CTR00151,10519.12,2025-04-08,2025-01-01
PRM0001288,CTR00151,10519.12,2025-07-10,2025-04-01
PRM0001289,CTR00151,10519.12,2025-10-12,2025-07-01
PRM0001290,CTR00152,8832.21,2022-04-05,2022-01-01
PRM0001291,CTR00152,8832.21,2022-07-17,2022-04-01
PRM0001292,CTR00152,8832.21,2022-10-05,2022-07-01
PRM0001293,CTR00152,8832.21,2023-01-02,2022-10-01
PRM0001294,CTR00152,9445.08,2023-04-19,2023-01-01
PRM0001295,CTR00152,9445.08,2023-07-17,2023-04-01
PRM0001296,CTR00152,18890.16,2023-10-08,2023-07-01
PRM0001297,CTR00152,9810.69,2024-04-07,2024-01-01
PRM0001298,CTR00152,9810.69,2024-07-04,2024-04-01
PRM0001299,CTR00152,9810.69,2024-10-05,2024-07-01
PRM0001300,CTR00152,11126.85,2025-04-14,2025-01-01
PRM0001301,CTR00152,11126.85,2025-07-20,2025-04-01
PRM0001302,CTR00153,9451.14,2022-04-14,2022-01-01
PRM0001303,CTR00153,9451.14,2022-07-19,2022-04-01
PRM0001304,CTR00153,9451.14,2022-10-14,2022-07-01
PRM0001305,CTR00153,9451.14,2023-01-10,2022-10-01
PRM0001306,CTR00153,10436.64,2023-04-11,2023-01-01
PRM0001307,CTR00153,10436.64,2023-07-17,2023-04-01
PRM0001308,CTR00153,20873.28,2023-10-21,2023-07-01
PRM0001309,CTR00153,11308.94,2024-04-04,2024-01-01
PRM0001310,CTR00153,11308.94,2024-07-15,2024-04-01
PRM0001311,CTR00153,11308.94,2024-10-20,2024-07-01
PRM0001312,CTR00153,11308.94,2025-01-08,2024-10-01
PRM0001313,CTR00153,25426.42,2025-04-15,2025-01-01
PRM0001314,CTR00153,12713.21,2025-10-20,2025-07-01
PRM0001315,CTR00154,8318.98,2022-04-11,2022-01-01
PRM0001316,CTR00154,8318.98,2022-07-11,2022-04-01
PRM0001317,CTR00154,8318.98,2022-10-09,2022-07-01
PRM0001318,CTR00154,8318.98,2023-01-21,2022-10-01
PRM0001319,CTR00154,8873.02,2023-04-20,2023-01-01
PRM0001320,CTR00154,8873.02,2023-07-14,2023-04-01
PRM0001321,CTR00154,8873.02,2023-10-19,2023-07-01
PRM0001322,CTR00154,8873.02,2024-01-05,2023-10-01
PRM0001323,CTR00154,9782.03,2024-04-21,2024-01-01
PRM0001324,CTR00154,9782.03,2024-07-18,2024-04-01
PRM0001325,CTR00154,9782.03,2024-10-12,2024-07-01
PRM0001326,CTR00154,9782.03,2025-01-12,2024-10-01
PRM0001327,CTR00154,9867.57,2025-04-08,2025-01-01
PRM0001328,CTR00154,9867.57,2025-07-15,2025-04-01
PRM0001329,CTR00154,9867.57,2025-10-08,2025-07-01
PRM0001330,CTR00155,5029.41,2022-07-15,2022-04-01
PRM0001331,CTR00155,5029.41,2022-10-14,2022-07-01
PRM0001332,CTR00155,5029.41,2023-01-18,2022-10-01
PRM0001333,CTR00155,5441.78,2023-04-06,2023-01-01
PRM0001334,CTR00155,5441.78,2023-07-06,2023-04-01
PRM0001335,CTR00156,9047.85,2022-07-21,2022-04-01
PRM0001336,CTR00156,9047.85,2022-10-20,2022-07-01
PRM0001337,CTR00156,9047.85,2023-01-20,2022-10-01
PRM0001338,CTR00156,9408.09,2023-04-06,2023-01-01
PRM0001339,CTR00156,9408.09,2023-10-20,2023-07-01
PRM0001340,CTR00156,9408.09,2024-01-18,2023-10-01
PRM0001341,CTR00156,9499.3,2024-04-13,2024-01-01
PRM0001342,CTR00156,9499.3,2024-07-17,2024-04-01
PRM0001343,CTR00156,9499.3,2024-10-07,2024-07-01
PRM0001344,CTR00156,9499.3,2025-01-16,2024-10-01
PRM0001345,CTR00156,9746.71,2025-04-06,2025-01-01
PRM0001346,CTR00156,9746.71,2025-07-06,2025-04-01
PRM0001347,CTR00156,9746.71,2025-10-04,2025-07-01
PRM0001348,CTR00157,13069.23,2022-04-03,2022-01-01
PRM0001349,CTR00157,13069.23,2022-07-09,2022-04-01
PRM0001350,CTR00158,12337.46,2022-04-14,2022-01-01
PRM0001351,CTR00158,12337.46,2022-07-19,2022-04-01
PRM0001352,CTR00158,12337.46,2022-10-20,2022-07-01
PRM0001353,CTR00158,12337.46,2023-01-15,2022-10-01
PRM0001354,CTR00158,14108.11,2023-04-13,2023-01-01
PRM0001355,CTR00159,7133.85,2022-04-18,2022-01-01
PRM0001356,CTR00159,7133.85,2022-07-06,2022-04-01
PRM0001357,CTR00160,7875.59,2023-07-05,2023-04-01
PRM0001358,CTR00160,7875.59,2023-10-17,2023-07-01
PRM0001359,CTR00160,7875.59,2024-01-09,2023-10-01
PRM0001360,CTR00160,8432.3,2024-07-12,2024-04-01
PRM0001361,CTR00160,8432.3,2024-10-04,2024-07-01
PRM0001362,CTR00160,8432.3,2025-01-01,2024-10-01
PRM0001363,CTR00160,8917.57,2025-04-09,2025-01-01
PRM0001364,CTR00160,8917.57,2025-07-21,2025-04-01
PRM0001365,CTR00160,8917.57,2025-10-09,2025-07-01
PRM0001366,CTR00161,3088.17,2022-04-07,2022-01-01
PRM0001367,CTR00161,3088.17,2022-07-05,2022-04-01
PRM0001368,CTR00161,3088.17,2022-10-20,2022-07-01
PRM0001369,CTR00161,3088.17,2023-01-12,2022-10-01
PRM0001370,CTR00162,12301.33,2022-04-05,2022-01-01
PRM0001371,CTR00162,12301.33,2022-07-19,2022-04-01
PRM0001372,CTR00162,12301.33,2022-10-07,2022-07-01
PRM0001373,CTR00162,12301.33,2023-01-20,2022-10-01
PRM0001374,CTR00162,12304.68,2023-04-10,2023-01-01
PRM0001375,CTR00162,12304.68,2023-07-05,2023-04-01
PRM0001376,CTR00162,12304.68,2023-10-09,2023-07-01
PRM0001377,CTR00162,12304.68,2024-01-14,2023-10-01
PRM0001378,CTR00162,13590.78,2024-04-21,2024-01-01
PRM0001379,CTR00162,13590.78,2024-07-08,2024-04-01
PRM0001380,CTR00162,13590.78,2024-10-16,2024-07-01
PRM0001381,CTR00162,13590.78,2025-01-13,2024-10-01
PRM0001382,CTR00162,14953.59,2025-04-10,2025-01-01
PRM0001383,CTR00162,14953.59,2025-07-16,2025-04-01
PRM0001384,CTR00162,14953.59,2025-10-18,2025-07-01
PRM0001385,CTR00163,11806.01,2022-04-10,2022-01-01
PRM0001386,CTR00163,11806.01,2022-07-03,2022-04-01
PRM0001387,CTR00163,11806.01,2022-10-13,2022-07-01
PRM0001388,CTR00163,11806.01,2023-01-03,2022-10-01
PRM0001389,CTR00163,12678.5,2023-04-01,2023-01-01
PRM0001390,CTR00163,12678.5,2023-07-03,2023-04-01
PRM0001391,CTR00163,12678.5,2023-10-02,2023-07-01
PRM0001392,CTR00163,12678.5,2024-01-10,2023-10-01
PRM0001393,CTR00163,13821.44,2024-04-03,2024-01-01
PRM0001394,CTR00163,13821.44,2024-07-20,2024-04-01
PRM0001395,CTR00163,13821.44,2024-10-06,2024-07-01
PRM0001396,CTR00163,13821.44,2025-01-01,2024-10-01
PRM0001397,CTR00163,15072.22,2025-04-09,2025-01-01
PRM0001398,CTR00163,15072.22,2025-07-20,2025-04-01
PRM0001399,CTR00163,30144.44,2025-10-01,2025-07-01
PRM0001400,CTR00164,10922.18,2022-04-13,2022-01-01
PRM0001401,CTR00164,10922.18,2022-07-15,2022-04-01
PRM0001402,CTR00165,13509.87,2022-04-20,2022-01-01
PRM0001403,CTR00165,13509.87,2022-07-10,2022-04-01
PRM0001404,CTR00165,13509.87,2022-10-12,2022-07-01
PRM0001405,CTR00165,13509.87,2023-01-21,2022-10-01
PRM0001406,CTR00165,13986.57,2023-04-02,2023-01-01
PRM0001407,CTR00165,13986.57,2023-07-14,2023-04-01
PRM0001408,CTR00165,13986.57,2023-10-19,2023-07-01
PRM0001409,CTR00165,13986.57,2024-01-10,2023-10-01
PRM0001410,CTR00165,14284.01,2024-04-19,2024-01-01
PRM0001411,CTR00165,14284.01,2024-07-12,2024-04-01
PRM0001412,CTR00165,14284.01,2025-01-17,2024-10-01
PRM0001413,CTR00165,14949.09,2025-04-07,2025-01-01
PRM0001414,CTR00165,14949.09,2025-07-13,2025-04-01
PRM0001415,CTR00165,14949.09,2025-10-13,2025-07-01
PRM0001416,CTR00166,7578.4,2022-04-08,2022-01-01
PRM0001417,CTR00166,7578.4,2022-07-05,2022-04-01
PRM0001418,CTR00166,7578.4,2022-10-18,2022-07-01
PRM0001419,CTR00166,7578.4,2023-01-08,2022-10-01
PRM0001420,CTR00166,7878.01,2023-04-05,2023-01-01
PRM0001421,CTR00166,7878.01,2023-07-12,2023-04-01
PRM0001422,CTR00166,7878.01,2023-10-10,2023-07-01
PRM0001423,CTR00166,7878.01,2024-01-18,2023-10-01
PRM0001424,CTR00166,16509.1,2024-07-01,2024-04-01
PRM0001425,CTR00166,8254.55,2025-01-18,2024-10-01
PRM0001426,CTR00166,8275.69,2025-04-11,2025-01-01
PRM0001427,CTR00166,8275.69,2025-07-13,2025-04-01
PRM0001428,CTR00166,8275.69,2025-10-10,2025-07-01
PRM0001429,CTR00167,11789.22,2022-04-02,2022-01-01
PRM0001430,CTR00167,11789.22,2022-07-03,2022-04-01
PRM0001431,CTR00167,11789.22,2022-10-13,2022-07-01
PRM0001432,CTR00167,11789.22,2023-01-20,2022-10-01
PRM0001433,CTR00167,12811.49,2023-04-14,2023-01-01
PRM0001434,CTR00167,12811.49,2023-07-04,2023-04-01
PRM0001435,CTR00167,12811.49,2023-10-01,2023-07-01
PRM0001436,CTR00167,12811.49,2024-01-05,2023-10-01
PRM0001437,CTR00167,14605.31,2024-04-14,2024-01-01
PRM0001438,CTR00167,14605.31,2024-07-07,2024-04-01
PRM0001439,CTR00167,14605.31,2024-10-03,2024-07-01
PRM0001440,CTR00167,14605.31,2025-01-17,2024-10-01
PRM0001441,CTR00168,4224.11,2022-04-09,2022-01-01
PRM0001442,CTR00168,4224.11,2022-07-12,2022-04-01
PRM0001443,CTR00168,4224.11,2022-10-18,2022-07-01
PRM0001444,CTR00168,4224.11,2023-01-14,2022-10-01
PRM0001445,CTR00169,11257.32,2022-07-11,2022-04-01
PRM0001446,CTR00169,11257.32,2022-10-12,2022-07-01
PRM0001447,CTR00169,11257.32,2023-01-16,2022-10-01
PRM0001448,CTR00169,12286.74,2023-04-07,2023-01-01
PRM0001449,CTR00169,12286.74,2023-07-14,2023-04-01
PRM0001450,CTR00169,12286.74,2023-10-17,2023-07-01
PRM0001451,CTR00170,5793.73,2022-04-02,2022-01-01
PRM0001452,CTR00170,5793.73,2022-07-17,2022-04-01
PRM0001453,CTR00170,5793.73,2022-10-09,2022-07-01
PRM0001454,CTR00171,5189.09,2022-04-03,2022-01-01
PRM0001455,CTR00171,10378.18,2022-07-02,2022-04-01
PRM0001456,CTR00171,5189.09,2023-01-13,2022-10-01
PRM0001457,CTR00171,5388.76,2023-04-14,2023-01-01
PRM0001458,CTR00171,5388.76,2023-07-21,2023-04-01
PRM0001459,CTR00171,5388.76,2023-10-10,2023-07-01
PRM0001460,CTR00171,5388.76,2024-01-09,2023-10-01
PRM0001461,CTR00171,6003.36,2024-04-03,2024-01-01
PRM0001462,CTR00171,6003.36,2024-07-04,2024-04-01
PRM0001463,CTR00171,6003.36,2024-10-21,2024-07-01
PRM0001464,CTR00171,12006.72,2025-01-06,2024-10-01
PRM0001465,CTR00171,6606.42,2025-07-05,2025-04-01
PRM0001466,CTR00171,6606.42,2025-10-06,2025-07-01
PRM0001467,CTR00172,10040.31,2022-04-17,2022-01-01
PRM0001468,CTR00172,10040.31,2022-07-13,2022-04-01
PRM0001469,CTR00172,10040.31,2022-10-18,2022-07-01
PRM0001470,CTR00172,20080.62,2023-01-16,2022-10-01
PRM0001471,CTR00172,10175.82,2023-07-03,2023-04-01
PRM0001472,CTR00172,10175.82,2023-10-17,2023-07-01
PRM0001473,CTR00172,10175.82,2024-01-20,2023-10-01
PRM0001474,CTR00172,10609.4,2024-04-05,2024-01-01
PRM0001475,CTR00172,21218.8,2024-07-13,2024-04-01
PRM0001476,CTR00172,10647.51,2025-04-06,2025-01-01
PRM0001477,CTR00172,10647.51,2025-07-05,2025-04-01
PRM0001478,CTR00172,10647.51,2025-10-15,2025-07-01
PRM0001479,CTR00173,15251.2,2022-04-17,2022-01-01
PRM0001480,CTR00173,15251.2,2022-07-05,2022-04-01
PRM0001481,CTR00173,15251.2,2022-10-21,2022-07-01
PRM0001482,CTR00173,15251.2,2023-01-14,2022-10-01
PRM0001483,CTR00173,16066.15,2023-04-04,2023-01-01
PRM0001484,CTR00173,16066.15,2023-07-16,2023-04-01
PRM0001485,CTR00173,16066.15,2023-10-20,2023-07-01
PRM0001486,CTR00173,16066.15,2024-01-20,2023-10-01
PRM0001487,CTR00173,16528.81,2024-04-15,2024-01-01
PRM0001488,CTR00173,16528.81,2024-07-13,2024-04-01
PRM0001489,CTR00173,16528.81,2024-10-09,2024-07-01
PRM0001490,CTR00173,16528.81,2025-01-04,2024-10-01
PRM0001491,CTR00173,33374.12,2025-04-12,2025-01-01
PRM0001492,CTR00173,16687.06,2025-10-06,2025-07-01
PRM0001493,CTR00175,1620.23,2022-07-13,2022-04-01
PRM0001494,CTR00175,1620.23,2022-10-14,2022-07-01
PRM0001495,CTR00175,1620.23,2023-01-20,2022-10-01
PRM0001496,CTR00175,1680.51,2023-04-19,2023-01-01
PRM0001497,CTR00175,1680.51,2023-07-03,2023-04-01
PRM0001498,CTR00175,1680.51,2023-10-14,2023-07-01
PRM0001499,CTR00175,1680.51,2024-01-14,2023-10-01
PRM0001500,CTR00175,1928.07,2024-04-01,2024-01-01
PRM0001501,CTR00176,9514.46,2022-04-20,2022-01-01
PRM0001502,CTR00176,9514.46,2022-07-16,2022-04-01
PRM0001503,CTR00176,9514.46,2022-10-15,2022-07-01
PRM0001504,CTR00177,16892.23,2022-04-14,2022-01-01
PRM0001505,CTR00177,16892.23,2022-07-05,2022-04-01
PRM0001506,CTR00178,5955.58,2022-04-03,2022-01-01
PRM0001507,CTR00178,5955.58,2022-07-16,2022-04-01
PRM0001508,CTR00178,5955.58,2022-10-02,2022-07-01
PRM0001509,CTR00178,5955.58,2023-01-09,2022-10-01
PRM0001510,CTR00178,6479.62,2023-04-16,2023-01-01
PRM0001511,CTR00178,6479.62,2023-07-13,2023-04-01
PRM0001512,CTR00178,6479.62,2023-10-11,2023-07-01
PRM0001513,CTR00178,6479.62,2024-01-09,2023-10-01
PRM0001514,CTR00178,6797.64,2024-04-04,2024-01-01
PRM0001515,CTR00178,6797.64,2024-07-02,2024-04-01
PRM0001516,CTR00178,6797.64,2024-10-06,2024-07-01
PRM0001517,CTR00178,6797.64,2025-01-05,2024-10-01
PRM0001518,CTR00178,7087.1,2025-04-06,2025-01-01
PRM0001519,CTR00178,7087.1,2025-07-02,2025-04-01
PRM0001520,CTR00178,7087.1,2025-10-03,2025-07-01
PRM0001521,CTR00179,2721.5,2023-07-03,2023-04-01
PRM0001522,CTR00179,1363.48,2024-04-17,2024-01-01
PRM0001523,CTR00179,1363.48,2024-07-16,2024-04-01
PRM0001524,CTR00179,1363.48,2024-10-07,2024-07-01
PRM0001525,CTR00179,1363.48,2025-01-08,2024-10-01
PRM0001526,CTR00179,1469.54,2025-04-19,2025-01-01
PRM0001527,CTR00179,1469.54,2025-07-15,2025-04-01
PRM0001528,CTR00179,1469.54,2025-10-10,2025-07-01
PRM0001529,CTR00180,10872.85,2022-04-21,2022-01-01
PRM0001530,CTR00180,21745.7,2022-07-05,2022-04-01
PRM0001531,CTR00180,11471.03,2023-04-16,2023-01-01
PRM0001532,CTR00180,11471.03,2023-07-14,2023-04-01
